Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,MarginAboveOfTheFaceImage,MarginBelowOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,MarginAboveOfTheFaceImage.scalar,MarginBelowOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,assessment_time_in_ms
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000001.jpg,22.623146,44.810166,0.450572,0.52622,0.053256,0.047974,0.001819,7.74123,47,0.874958,0,0,0.088036,0.1001,0,0,0.025927,84.881155,0.222442,3.172202,3.120411,1.217743,3.280049,-24.508384,21.576672,13.574823,-11226.68262,0,46,79,79,99,68,100,85,97,100,100,100,100,100,84,100,100,97,68,2,100,100,14,100,83,86,94,22,100,331
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000002.jpg,24.552317,50.809587,0.617998,0.333734,0.032079,0.107716,0,7.47428,46,0.935663,0,0,0.095663,0.142833,0,0,0.009048,82.989868,0.247797,2.843197,3.64812,1.426461,2.608385,-21.85375,9.131872,1.990064,-15189.34473,0,64,76,87,94,88,100,100,93,100,100,100,100,100,72,100,100,99,66,3,100,100,57,100,86,97,100,12,100,299
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000003.jpg,13.41284,49.806422,0.279778,0.210248,0.004634,0.004886,0,5.370378,41,0.901839,0,0,0.028303,0.11571,0.136555,0.038073,0.106693,36.192206,0.206314,14.555556,14.222222,1.793904,3.053086,60.175522,32.607289,-33.413351,-6607.427734,0,2,76,68,55,63,100,100,67,99,100,100,100,70,80,86,96,89,16,2,100,100,98,100,25,71,70,42,100,325
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000004.jpg,16.202539,3.545302,0.387097,0.361539,0.023819,0.026982,0,7.200936,47,0.946074,0,0,0.022249,0.005406,0.589542,0.017868,0.157729,247.714384,0.150136,4.775799,4.222505,1.411058,5.249569,33.720076,30.436916,-18.502734,2006.98291,0,7,98,75,96,96,100,100,90,100,100,100,100,56,96,41,98,84,100,0,100,100,53,100,69,74,90,80,100,353
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000005.jpg,15.857387,95.969044,0.018006,0.426675,0.05915,0.170158,0,7.243264,36,0.892032,0,0,0.087283,0.040459,0,0,0.000598,54.988196,0.094625,6.008495,6.155044,2.13664,8.431413,-6.904843,-20.320152,4.516731,7481.671387,0,6,57,30,99,64,100,100,91,98,100,100,100,100,93,100,100,100,32,0,100,100,100,100,99,88,99,92,100,312
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000006.jpg,23.973375,92.086371,0.078972,0.269765,0.019177,0.114222,0,7.105316,46,0.894451,0,0,0.091633,0.095337,0,0,0.006046,60.784451,0.180082,4.416229,3.594605,1.549723,4.029279,16.030332,7.462046,-8.441428,-2797.20166,0,59,58,47,80,99,100,100,89,100,100,100,100,100,85,100,100,99,39,1,100,100,82,100,92,98,98,61,100,328
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000007.jpg,29.405861,152.241272,0.577932,0.301773,0.025058,0.098997,0,7.298881,45,0.910794,0,0,0.081817,0.007198,0,0,0.006547,76.672853,0.277872,2.652519,2.704785,1.43747,2.174263,-3.48532,6.804017,5.566035,7169.558105,0,92,37,85,88,95,100,100,91,100,100,100,100,100,96,100,100,99,58,6,100,100,59,98,100,99,99,92,100,307
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000008.jpg,26.958624,49.21778,0.505859,0.298558,0.01953,0.065166,0,7.152036,44,0.907229,0,0.515103,0.081567,0,0,0,0.016395,67.275811,0.132988,5.231291,5.506622,1.743687,5.803868,-13.649272,15.368692,-3.564831,11554.8877,0,82,77,82,88,99,100,100,89,99,100,100,48,100,97,100,100,98,47,0,100,100,97,100,94,93,100,96,100,314
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000009.jpg,25.166595,54.641288,0.338843,0.27597,0.01592,0.083456,0.000019,6.992426,48,0.930779,0,0,0.090551,0.079692,0,0,0.017608,139.523104,0.119044,6.265979,4.606902,1.894139,6.50559,14.604843,14.024569,-2.002652,-15240.16699,0,70,74,72,82,100,100,100,87,100,100,100,100,100,88,100,100,98,97,0,100,100,99,100,94,94,100,11,100,346
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000010.jpg,25.935026,14.354215,0.166531,0.238355,0.021109,0.224361,0,7.006002,42,0.917931,0,0,0.093173,0.007315,0,0,0.079083,79.573477,0.230157,3.257411,2.993296,1.572,2.791402,2.270514,6.650193,7.810254,-4111.684082,0,76,93,58,68,98,100,100,88,99,100,100,100,100,96,100,100,92,62,2,100,100,85,100,100,99,98,54,100,304
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000011.jpg,19.570745,52.102459,0,0.236753,0.030627,0.290199,0,6.988249,19,0.90415,0,0,0.11592,0.13923,0.001758,0,0.036763,48.140647,0.136486,5.264705,5.893952,1.552827,5.783364,7.967059,14.161532,8.724995,-8725.879883,0,21,75,0,68,89,100,100,87,93,100,100,100,100,73,100,100,96,25,0,100,100,82,100,98,94,98,32,100,290
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000012.jpg,28.788509,3.505807,0.352617,0.252209,0.015989,0.141341,0,6.945426,49,0.883081,3.221132,0,0.072282,0.101803,0,0,0.006836,37.662326,0.26818,4.567624,3.770945,1.30339,2.447477,-1.021478,2.858749,-9.51129,-16631.60156,0,90,98,73,74,100,100,100,87,100,100,84,100,99,84,100,100,99,17,5,100,100,28,100,100,100,97,9,100,331
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000013.jpg,31.33326,83.522347,0.252595,0.199393,0.023351,0.330558,0,6.966108,28,0.939014,0,0,0.058123,0.079263,0,0,0.00098,97.985206,0.354154,2.681617,2.599422,1.446143,1.378355,6.63297,12.934553,3.778688,-11308.50684,0,96,62,66,50,97,100,100,87,96,100,100,100,98,88,100,100,100,80,26,100,100,61,1,99,95,100,22,100,304
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000014.jpg,28.132841,56.236105,0.69213,0.19372,0.011146,0.211543,0,6.706907,50,0.901952,3.064156,0,0.095367,0.006702,0,0,0.009237,93.740703,0.251203,2.982433,2.625838,1.662036,2.318808,9.173066,18.892552,-8.544408,-7178.443848,0,88,73,90,47,95,100,100,84,100,100,85,100,100,96,100,100,99,77,4,100,100,93,99,97,90,98,39,100,294
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000015.jpg,23.549061,87.043024,0.660239,0.302228,0.017535,0.073698,0,6.997711,-24,0.911034,0,0,0.041001,0.054695,0,0,0.004606,67.575779,0.208185,3.245959,3.705432,1.361358,3.442071,3.228752,-0.550149,13.188191,-8967.146484,0,55,60,88,89,100,100,100,87,36,100,100,100,89,92,100,100,100,47,2,100,100,40,100,100,100,95,31,100,330
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000016.jpg,27.095253,4.197196,0.042388,0.272929,0.014931,0.079553,0,6.901974,46,0.895208,0,0.049057,0.066358,0.005537,0,0,0.010648,98.584688,0.280434,2.285595,2.765162,1.315936,2.259856,-6.215913,3.577683,-0.094797,-8353.023438,0,83,98,39,81,100,100,100,86,100,100,100,95,99,96,100,100,99,81,7,100,100,30,99,99,100,100,34,100,308
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000017.jpg,24.164209,58.065319,0.785306,0.267662,0.015461,0.068034,0,6.812607,49,0.858731,0,0,0.085695,0.126662,0,0,0.029547,27.249237,0.165598,3.19396,5.199469,1.977305,4.122891,-8.836285,10.493462,13.965231,-14367.5,0,61,73,93,79,100,100,100,85,100,100,100,100,100,77,100,100,97,11,1,100,100,100,100,98,97,94,13,100,292
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000018.jpg,26.22377,80.055914,0.814815,0.364239,0.014214,0.022986,0,6.901824,46,0.912204,0,0,0.063881,0.07914,0,0,0.023553,83.22931,0.212723,3.412781,3.148411,1.487386,3.212122,-1.001946,0.786048,-4.482468,-14366.56445,0,78,63,94,96,99,100,100,86,100,100,100,100,99,88,100,100,98,66,2,100,100,71,100,100,100,99,13,100,334
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000019.jpg,19.844269,63.258777,0.239669,0.379496,0.03477,0.072182,0,7.498833,15,0.904435,0,0,0.092776,0.061056,0,0,0.023944,51.075921,0.111203,6.292908,5.881222,1.915524,7.132013,2.915664,9.057208,0.209069,9787.647461,0,23,70,65,97,85,100,100,94,91,100,100,100,100,91,100,100,98,28,0,100,100,99,100,100,98,100,95,100,336
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000020.jpg,22.112278,5.663542,0.525463,0.328289,0.033398,0.150125,0,7.41944,29,0.908332,0,0,0.059181,0.081092,0,0,0.004991,82.234677,0.369384,2.858213,3.028489,1.043824,1.663385,-1.110951,-22.790173,-6.266569,-13293.30371,0,42,97,82,93,87,100,100,93,97,100,100,100,98,88,100,100,100,65,33,100,100,3,20,100,85,99,16,100,289
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000021.jpg,27.858307,67.82696,0.146006,0.196558,0.016229,0.310132,0,6.766444,47,0.866,5.057583,0,0.057563,0.129575,0,0,0.009178,42.244126,0.308159,5.048584,5.427821,1.1126,2.132482,-2.899456,6.580805,5.25883,-15173.00879,0.016952,87,68,56,48,100,100,100,85,100,100,75,100,98,76,100,100,99,20,11,100,100,5,97,100,99,99,12,92,314
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000022.jpg,25.437828,32.765441,0.550173,0.307235,0.013007,0.044569,0,6.86658,50,0.874022,0,0,0.100348,0.086673,0.002917,0,0.088471,38.804287,0.288442,5.25371,5.046668,1.294897,2.196959,-5.284455,0.032727,10.968004,3898.908203,0,72,84,84,90,98,100,100,86,100,100,100,100,100,87,100,100,91,17,8,100,100,26,98,99,100,96,86,100,318
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000023.jpg,28.023624,88.252544,0.677686,0.281937,0.006476,0.023318,0,6.338024,46,0.911673,0.805508,0,0.06089,0.054091,0,0,0.006917,80.902926,0.256651,3.825866,2.397377,1.381998,2.527082,5.687499,9.298524,5.652901,-12724.00195,0,87,60,89,84,77,100,100,79,100,100,96,100,98,92,100,100,99,63,4,100,100,46,100,99,97,99,18,100,262
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000025.jpg,25.828608,69.799871,0.176309,0.178932,0.030575,0.466534,0,6.846616,40,0.889319,0,0.361873,0.06159,0.007827,0,0,0.008585,70.177839,0.124775,5.397827,6.314439,1.440095,6.574348,-11.653124,0.648873,8.401113,13808.84473,0,75,67,59,40,89,100,100,86,99,100,100,64,98,96,100,100,99,50,0,100,100,60,100,96,100,98,98,100,306
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000026.jpg,22.338512,200.115816,0.128086,0.193197,0.011008,0.219591,0,6.643143,35,0.898272,0,0,0.097821,0,0,0,0.021409,38.325652,0.209557,3.402255,3.349913,1.677516,3.094446,-4.453284,6.816632,-5.299375,12788.54981,0,44,25,54,47,95,100,100,83,98,100,100,100,100,97,100,100,98,17,2,100,100,94,100,99,99,99,97,100,324
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000027.jpg,21.948738,10.323401,0.484912,0.434729,0.036996,0.063263,0.000718,7.435851,47,0.873801,0,0,0.086767,0.131511,0,0,0.021767,37.376138,0.215177,4.599776,3.427859,1.506744,3.174401,24.047836,16.473267,-9.971891,-13207.9541,0,40,95,80,99,83,100,93,93,100,100,100,100,100,76,100,100,98,16,2,100,100,74,100,83,92,97,16,100,287
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000028.jpg,17.874321,65.454952,0.582857,0.408488,0.037533,0.042362,0,7.434757,43,0.888685,0,0,0.083329,0.131904,0,0,0.064329,70.179089,0.119388,3.462607,4.702305,1.007955,7.402684,0.263959,14.777803,2.561698,-14035.88184,0.002589,12,69,85,98,82,100,100,93,99,100,100,100,100,76,100,100,94,50,0,100,100,2,100,100,93,100,14,99,308
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000029.jpg,25.857676,129.200356,0.681327,0.408952,0.015692,0.014182,0,7.005892,46,0.922517,0,0,0.096966,0.087887,0,0,0.010017,59.158126,0.209805,3.359312,3.240548,1.390316,3.403876,4.914411,-0.709739,12.976778,-5290.925781,0,75,44,89,98,100,100,100,88,100,100,100,100,100,87,100,100,99,37,2,100,100,48,100,99,100,95,49,100,338
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000030.jpg,27.971113,51.183328,0.090909,0.329599,0.034524,0.138115,0,7.486662,25,0.934072,3.320176,0,0.078194,0.004722,0,0,0.01372,121.095353,0.163018,3.453801,6.197799,1.798506,4.349544,17.446111,11.240024,-7.477114,14319.16504,0,87,76,49,93,85,100,100,94,96,100,84,100,100,96,100,100,99,93,1,100,100,98,100,91,96,98,98,100,311
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000031.jpg,22.306826,184.666865,0.0891,0.239641,0.008044,0.050973,0,6.509848,46,0.920479,0,0,0.055813,0.084634,0,0,0.004444,114.021253,0.426019,2.350515,2.824127,1.126711,1.220603,-0.462209,6.297406,1.269759,-13027.8252,0,43,28,48,69,85,100,100,81,100,100,100,100,97,87,100,100,100,90,76,100,100,6,0,100,99,100,17,100,304
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000032.jpg,26.596403,32.688577,0.458897,0.252817,0.029528,0.223833,0,7.248413,25,0.871223,3.989227,0,0.074244,0.084052,0,0,0.01197,58.130454,0.318845,4.614521,4.993325,1.318583,1.830899,2.44498,4.571772,2.53906,-4138.682129,0,80,84,79,74,91,100,100,91,96,100,80,100,100,87,100,100,99,36,14,100,100,31,58,100,99,100,54,100,344
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000033.jpg,28.578291,58.48487,0.281633,0.319477,0.014377,0.029856,0,6.933446,38,0.893938,0,0,0.058911,0.014172,0,0,0.009632,40.117075,0.269327,3.938937,3.290758,1.384443,2.354981,-0.880062,6.724794,-3.03656,-5921.213379,0,90,72,68,92,99,100,100,87,99,100,100,100,98,96,100,100,99,18,5,100,100,46,100,100,99,100,45,100,315
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000034.jpg,26.193098,13.565514,0.480104,0.211157,0.017851,0.2123,0,6.924361,47,0.824063,5.366767,0,0.090252,0,0.040938,0,0.051385,34.208288,0.089076,7.264706,6.176471,1.66641,9.559932,6.325932,6.029749,-2.248,12803.4502,0,77,93,80,56,100,100,100,87,100,100,74,100,100,97,96,100,95,14,0,100,100,93,100,99,99,100,97,100,277
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000035.jpg,23.013277,46.722864,0.761574,0.431583,0.056574,0.086273,0.000099,7.783105,47,0.884821,0,0,0.105252,0.071022,0,0,0.005482,51.436657,0.089051,8.10971,6.670577,2.470507,8.75907,-1.465128,11.269042,-13.139916,13337.28516,0,50,78,92,99,66,100,99,97,100,100,100,100,100,90,100,100,99,28,0,100,100,100,100,100,96,95,98,100,339
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000036.jpg,19.199821,53.509069,0,0.216519,0.00934,0.095571,0,6.594519,47,0.885241,0,0,0.041344,0.013699,0.055242,0.001953,0.027332,51.640836,0.117736,5.938055,9.03006,1.667578,6.877037,-56.555849,18.153307,1.267958,-3844.777588,0,19,75,0,58,90,100,100,82,100,100,100,100,89,96,94,100,97,29,0,100,100,94,100,30,90,100,56,100,308
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000037.jpg,24.723993,14.687187,0.456667,0.179434,0.008957,0.242982,0,6.534521,41,0.871223,5.555089,0,0.099495,0.068983,0,0,0.00058,56.722644,0.291207,3.979204,2.659468,1.607766,1.843049,28.156925,11.118466,-3.687519,-1096.10498,0.327372,66,93,79,40,89,100,100,82,99,100,73,100,100,90,100,100,100,34,8,100,100,89,61,78,96,100,69,8,307
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000038.jpg,25.23736,66.591695,0.624426,0.386596,0.031114,0.020667,0.024063,7.085095,48,0.918658,0,0,0.06089,0.08159,0,0,0.013968,90.326046,0.289606,3.254752,3.088126,1.296314,2.156649,4.700734,6.003285,1.928061,-14540.9209,0,70,69,87,98,89,100,29,89,100,100,100,100,98,88,100,100,99,73,8,100,100,26,97,99,99,100,13,100,329
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000039.jpg,23.600187,109.656671,0.369141,0.291341,0.030116,0.160405,0,7.33259,47,0.810408,0,0,0.083278,0.164399,0.003187,0,0.0151,37.086434,0.089899,6.782394,7.692585,4.220444,6.903207,23.312216,-4.143421,-0.010217,-12384.3252,0,56,51,74,86,90,100,100,92,100,100,100,100,100,64,100,100,98,16,0,100,100,100,100,84,99,100,19,100,302
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000040.jpg,27.460745,23.603655,0.350621,0.489087,0.029267,0.028849,0,7.370271,37,0.915938,0,0,0.106714,0,0,0,0.004187,62.737517,0.198645,3.275023,3.082374,1.721661,3.312435,6.850296,13.326154,2.591644,7790.166992,0,85,89,73,99,91,100,100,92,98,100,100,100,100,97,100,100,100,41,1,100,100,96,100,99,95,100,93,100,300
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000041.jpg,18.558395,40.761869,0,0.22796,0.01195,0.061872,0,6.722805,47,0.8748,0,0,0.047599,0.080884,0.0309,0.026111,0.094095,76.981069,0.247267,4.551976,6.465417,1.503819,2.538705,-49.838243,20.355169,2.446523,-14295.50684,0,15,81,0,64,97,100,100,84,100,100,100,100,94,88,97,97,91,59,3,100,100,74,100,42,88,100,13,100,328
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000042.jpg,27.624378,71.731025,0.489198,0.325885,0.020635,0.049396,0,7.14731,41,0.934535,0,0,0.086154,0,0,0,0.042218,71.383138,0.260002,2.943662,2.56338,1.461495,2.384545,5.938977,8.798644,-0.17969,-12270.72363,0,86,67,81,93,99,100,100,89,99,100,100,100,100,97,100,100,96,52,4,100,100,65,100,99,98,100,19,100,320
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000043.jpg,23.927799,60.73652,0.79798,0.303094,0.008699,0.037489,0,6.472476,48,0.900232,2.304632,0,0.095575,0.142884,0,0,0.003897,53.654459,0.168697,4.272358,4.346985,1.268352,4.663941,2.572838,5.404325,8.842893,-13791.34961,0,59,71,93,89,88,100,100,81,100,100,89,100,100,72,100,100,100,31,1,100,100,21,100,100,99,98,15,100,282
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000044.jpg,27.255106,170.761105,0.091827,0.148038,0.015826,0.444209,0,6.635671,49,0.952541,2.147611,0,0.103216,0.002523,0,0,0.006246,323.658657,0.210659,4.238207,4.30322,2.055092,2.69608,-3.617042,12.477656,-0.037234,12984.91602,0,84,32,49,26,100,100,100,83,100,100,89,100,100,96,100,100,99,100,2,100,100,100,100,100,95,100,97,100,408
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000045.jpg,25.219179,385.445015,0.512976,0.560519,0.036262,0.030305,0.00015,7.338643,50,0.857178,0,0,0.074585,0.138085,0,0,0.021316,50.487588,0.125526,6.189131,4.756278,1.089182,6.919508,-5.567965,10.201046,-5.238582,-12432.76953,0,70,4,82,99,84,100,99,92,100,100,100,100,100,74,100,100,98,27,0,100,100,4,100,99,97,99,18,100,318
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000046.jpg,24.379822,80.832347,0.687787,0.375168,0.036432,0.072708,0,7.533449,47,0.867882,0,0,0.093795,0.112385,0,0,0.017198,44.261497,0.109055,4.738998,5.237839,1.866814,7.373916,-4.863196,9.999779,-3.260565,-13858.44531,0,63,63,89,97,83,100,100,94,100,100,100,100,100,81,100,100,98,22,0,100,100,99,100,99,97,100,15,100,301
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000047.jpg,23.383368,71.796881,0.626735,0.119555,0.003284,0.346113,0,5.830466,48,0.846193,0.333627,0,0.075436,0.091868,0,0,0.020454,79.454139,0.224404,3.555689,3.517863,1.424501,3.050371,-3.457466,6.815715,6.351695,-14579.68066,0,54,67,87,17,49,100,100,73,100,100,98,100,100,86,100,100,98,62,2,100,100,56,100,100,99,99,13,100,327
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000048.jpg,22.283825,0.311782,0.647059,0.415107,0.062083,0.146061,0,7.763342,50,0.903673,0,0,0.062081,0.016522,0,0,0.012256,49.0658,0.248097,7.608067,6.27558,1.504218,2.550119,-18.50257,-17.662278,2.454762,7820.831055,0,43,100,88,99,62,100,100,97,100,100,100,100,99,96,100,100,99,26,3,100,100,74,100,90,91,100,93,100,302
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000049.jpg,18.222595,17.13859,0.504,0.385812,0.024111,0.023778,0,7.219336,47,0.778182,0,0,0.086868,0.028877,0,0.020763,0.084472,18.224162,0.186184,5.587442,7.263675,2.285239,3.164177,-38.219123,13.995552,-1.845339,2523.097656,0,14,92,81,98,96,100,100,90,100,100,100,100,100,95,100,98,92,7,1,100,100,100,100,62,94,100,82,100,299
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000050.jpg,26.818125,4.738681,0.269972,0.358135,0.035521,0.099177,0.000038,7.532871,50,0.914963,0,0,0.060046,0.101271,0,0,0.010667,51.922944,0.394902,3.923995,2.777878,1.017105,1.525658,7.504948,7.501113,-9.794116,-14463.85352,0,81,97,68,96,84,100,100,94,100,100,100,100,98,84,100,100,99,29,50,100,100,2,6,98,98,97,13,100,312
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000051.jpg,26.797325,140.932416,0.461938,0.289079,0.016045,0.079839,0,7.017625,41,0.865504,0,0,0.113442,0,0,0,0.000987,103.483226,0.242646,2.370727,2.811564,1.487508,2.633726,-9.45162,10.965786,-3.892613,-10691.77246,0,81,40,79,86,100,100,100,88,99,100,100,100,100,97,100,100,100,84,3,100,100,71,100,97,96,100,24,100,300
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000052.jpg,26.574018,65.878115,0.086318,0.35993,0.045989,0.147181,0.000039,7.509107,42,0.902504,0.302128,0,0.079798,0.004762,0,0,0.010243,117.881516,0.262519,2.972833,4.854482,1.499597,2.321032,-9.132371,6.574246,18.654642,127.544632,0,80,69,48,96,74,100,100,94,99,100,98,100,100,96,100,100,99,92,5,100,100,73,99,97,99,90,74,100,287
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000053.jpg,19.822182,143.934299,0.729167,0.157452,0.011594,0.142209,0,6.326091,48,0.877228,0,0,0.045767,0,1,0,0.205785,35.973567,0.249883,2.658448,2.322644,1.660196,2.371708,6.600344,9.468492,17.495524,-122.947861,0,23,39,91,30,96,100,100,79,100,100,100,100,93,97,0,100,79,15,4,100,100,93,100,99,97,91,73,100,301
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000054.jpg,26.580175,220.822304,0.344291,0.237387,0.010858,0.063686,0,6.721928,47,0.926759,0,0,0.072962,0.127963,0.021478,0,0.07937,92.270395,0.091172,11.271739,9.293478,2.102252,8.86602,-4.387444,6.257869,-1.01569,-13822.63477,0,80,21,73,68,95,100,100,84,100,100,100,100,100,77,98,100,92,75,0,100,100,100,100,99,99,100,15,100,347
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000055.jpg,27.891926,14.487983,0.157551,0.454784,0.030432,0.022464,0,7.265386,-36,0.903552,0,0,0.076372,0.006192,0,0,0.005046,91.276627,0.357303,2.2636,2.769064,1.236001,1.571398,-4.417292,2.715444,1.556338,2002.293091,0,87,93,57,99,90,100,100,91,15,100,100,100,100,96,100,100,99,74,27,100,100,16,9,99,100,100,80,100,290
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000056.jpg,23.965668,64.356555,0.111883,0.366351,0.03421,0.02199,0,7.353928,-31,0.945304,0,0,0.07692,0.008291,0.080558,0,0.116239,104.135075,0.227428,3.703372,2.259853,1.439857,2.967868,15.290129,8.182039,-11.850864,-1805.057251,0,59,70,52,97,86,100,100,92,23,100,100,100,100,96,92,100,88,85,2,100,100,60,100,93,98,96,65,100,319
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000057.jpg,19.371939,33.705483,0.116621,0.447417,0.03303,0.069319,0,7.322102,50,0.874846,0,0,0.101605,0.047467,0,0,0.004649,38.577773,0.220597,8.000048,3.930819,1.300644,3.266733,20.542128,10.715682,-6.720147,6919.536133,0,20,84,52,99,87,100,100,92,100,100,100,100,100,93,100,100,100,17,2,100,100,27,100,88,97,99,92,100,311
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000058.jpg,26.428869,92.109115,0.607341,0.434275,0.027128,0.050786,0,7.1616,49,0.897086,0,0,0.093725,0.011814,0,0,0.012744,54.308374,0.142505,4.862872,4.567032,1.663722,5.395213,5.218512,-0.80701,-2.894012,2285.448975,0,79,58,86,99,93,100,100,90,100,100,100,100,100,96,100,100,99,31,0,100,100,93,100,99,100,100,81,100,283
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000059.jpg,18.46814,103.693833,0.067776,0.248489,0.029572,0.235755,0.000066,7.216876,44,0.905692,6.713404,0,0.111543,0.087077,0.043265,0,0.038094,98.523115,0.107809,3.476987,12.30605,1.633219,7.652147,-35.177964,28.29405,36.286917,1208.199341,0,15,53,45,73,91,100,99,90,99,100,68,100,100,87,96,100,96,81,0,100,100,91,100,67,78,65,78,100,317
